state_name,state_abb,state_fips,cd_fips,cd_name,indiv_label,indiv_with,indiv_without,indiv_increase,indiv_perc,couple_label,couple_with,couple_without,couple_increase,couple_perc,family_label,family_with,family_without,family_increase,family_perc,notes
Minnesota,MN,27,04,Minnesota District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,19673,12448,172%,"Family of four, $130,000 (404% FPL)",11050,15715,4665,42%,NA
Minnesota,MN,27,05,Minnesota District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,19673,12448,172%,"Family of four, $130,000 (404% FPL)",11050,15715,4665,42%,NA
Minnesota,MN,27,06,Minnesota District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,21765,14540,201%,"Family of four, $130,000 (404% FPL)",11050,17386,6336,57%,NA
Minnesota,MN,27,07,Minnesota District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25495,18270,253%,"Family of four, $130,000 (404% FPL)",11050,20366,9316,84%,NA
Minnesota,MN,27,08,Minnesota District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23845,16620,230%,"Family of four, $130,000 (404% FPL)",11050,19048,7998,72%,NA
Mississippi,MS,28,01,Mississippi District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33089,25864,358%,"Family of four, $130,000 (404% FPL)",11050,23323,12273,111%,NA
Mississippi,MS,28,02,Mississippi District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33923,26698,370%,"Family of four, $130,000 (404% FPL)",11050,23911,12861,116%,NA
Mississippi,MS,28,03,Mississippi District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34311,27086,375%,"Family of four, $130,000 (404% FPL)",11050,24185,13135,119%,NA
Mississippi,MS,28,04,Mississippi District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33613,26388,365%,"Family of four, $130,000 (404% FPL)",11050,23693,12643,114%,NA
Missouri,MO,29,01,Missouri District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26656,19431,269%,"Family of four, $130,000 (404% FPL)",11050,20066,9016,82%,NA
Missouri,MO,29,02,Missouri District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26656,19431,269%,"Family of four, $130,000 (404% FPL)",11050,20066,9016,82%,NA
Missouri,MO,29,03,Missouri District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31515,24290,336%,"Family of four, $130,000 (404% FPL)",11050,23724,12674,115%,NA
Missouri,MO,29,04,Missouri District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33057,25832,358%,"Family of four, $130,000 (404% FPL)",11050,24884,13834,125%,NA
Missouri,MO,29,05,Missouri District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29153,21928,304%,"Family of four, $130,000 (404% FPL)",11050,21945,10895,99%,NA
Missouri,MO,29,06,Missouri District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34698,27473,380%,"Family of four, $130,000 (404% FPL)",11050,26119,15069,136%,NA
Missouri,MO,29,07,Missouri District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32264,25039,347%,"Family of four, $130,000 (404% FPL)",11050,24287,13237,120%,NA
Missouri,MO,29,08,Missouri District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33905,26680,369%,"Family of four, $130,000 (404% FPL)",11050,25523,14473,131%,NA
Montana,MT,30,01,Montana District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35959,28734,398%,"Family of four, $130,000 (404% FPL)",11050,27069,16019,145%,NA
Montana,MT,30,02,Montana District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34307,27082,375%,"Family of four, $130,000 (404% FPL)",11050,25825,14775,134%,NA
Nebraska,NE,31,01,Nebraska District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35477,28252,391%,"Family of four, $130,000 (404% FPL)",11050,26706,15656,142%,NA
Nebraska,NE,31,02,Nebraska District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32721,25496,353%,"Family of four, $130,000 (404% FPL)",11050,24631,13581,123%,NA
Nebraska,NE,31,03,Nebraska District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,39177,31952,442%,"Family of four, $130,000 (404% FPL)",11050,29491,18441,167%,NA
Nevada,NV,32,01,Nevada District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23904,16679,231%,"Family of four, $130,000 (404% FPL)",11050,17994,6944,63%,NA
Nevada,NV,32,02,Nevada District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29785,22560,312%,"Family of four, $130,000 (404% FPL)",11050,22421,11371,103%,NA
Nevada,NV,32,03,Nevada District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23904,16679,231%,"Family of four, $130,000 (404% FPL)",11050,17994,6944,63%,NA
Nevada,NV,32,04,Nevada District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24010,16785,232%,"Family of four, $130,000 (404% FPL)",11050,18074,7024,64%,NA
New Hampshire,NH,33,01,New Hampshire District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,20063,12838,178%,"Family of four, $130,000 (404% FPL)",11050,15103,4053,37%,NA
New Hampshire,NH,33,02,New Hampshire District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,20775,13550,188%,"Family of four, $130,000 (404% FPL)",11050,15638,4588,42%,NA
New Jersey,NJ,34,01,New Jersey District 1,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,02,New Jersey District 2,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,03,New Jersey District 3,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,04,New Jersey District 4,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,05,New Jersey District 5,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,06,New Jersey District 6,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,07,New Jersey District 7,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,08,New Jersey District 8,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,09,New Jersey District 9,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,10,New Jersey District 10,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,11,New Jersey District 11,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Jersey,NJ,34,12,New Jersey District 12,"45-year-old individual, $32,000 (204% FPL)",91,1559,1468,1613%,"60-year-old couple, $85,000 (401% FPL)",6025,26577,20552,341%,"Family of four, $130,000 (404% FPL)",8650,18510,9860,114%,Note: Calculations assume New Jersey-specific premium subsidies will remain the same with and without enhancements
New Mexico,NM,35,01,New Mexico District 1,"45-year-old individual, $32,000 (204% FPL)",282,2159,1877,666%,"60-year-old couple, $85,000 (401% FPL)",7225,27406,20181,279%,"Family of four, $130,000 (404% FPL)",11050,20630,9580,87%,Note: Calculations assume premium tax credit enhancements expire and that New Mexico-specific premium subsidies (New Mexico Premium Assistance) are in place for the entire year. Subsidies for enrollees with income over 400% FPL are currently only funded through June 2026.
New Mexico,NM,35,02,New Mexico District 2,"45-year-old individual, $32,000 (204% FPL)",282,2159,1877,666%,"60-year-old couple, $85,000 (401% FPL)",7225,32891,25666,355%,"Family of four, $130,000 (404% FPL)",11050,24760,13710,124%,Note: Calculations assume premium tax credit enhancements expire and that New Mexico-specific premium subsidies (New Mexico Premium Assistance) are in place for the entire year. Subsidies for enrollees with income over 400% FPL are currently only funded through June 2026.
New Mexico,NM,35,03,New Mexico District 3,"45-year-old individual, $32,000 (204% FPL)",282,2159,1877,666%,"60-year-old couple, $85,000 (401% FPL)",7225,35729,28504,395%,"Family of four, $130,000 (404% FPL)",11050,26896,15846,143%,Note: Calculations assume premium tax credit enhancements expire and that New Mexico-specific premium subsidies (New Mexico Premium Assistance) are in place for the entire year. Subsidies for enrollees with income over 400% FPL are currently only funded through June 2026.
New York,NY,36,01,New York District 1,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20520,13295,184%,"Family of four, $132,000 (410% FPL)",11220,29241,18021,161%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,02,New York District 2,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20520,13295,184%,"Family of four, $132,000 (410% FPL)",11220,29241,18021,161%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,03,New York District 3,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20624,13399,185%,"Family of four, $132,000 (410% FPL)",11220,29389,18169,162%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,04,New York District 4,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20520,13295,184%,"Family of four, $132,000 (410% FPL)",11220,29241,18021,161%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,05,New York District 5,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,06,New York District 6,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,07,New York District 7,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,08,New York District 8,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,09,New York District 9,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,10,New York District 10,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,11,New York District 11,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,12,New York District 12,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,13,New York District 13,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,14,New York District 14,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,15,New York District 15,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,16,New York District 16,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20808,13583,188%,"Family of four, $132,000 (410% FPL)",11220,29651,18431,164%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,17,New York District 17,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,20580,13355,185%,"Family of four, $132,000 (410% FPL)",11220,29326,18106,161%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,18,New York District 18,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,19248,12023,166%,"Family of four, $132,000 (410% FPL)",11220,27428,16208,144%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,19,New York District 19,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,18781,11556,160%,"Family of four, $132,000 (410% FPL)",11220,26763,15543,139%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,20,New York District 20,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,16543,9318,129%,"Family of four, $132,000 (410% FPL)",11220,23574,12354,110%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,21,New York District 21,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,18281,11056,153%,"Family of four, $132,000 (410% FPL)",11220,26050,14830,132%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,22,New York District 22,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,16488,9263,128%,"Family of four, $132,000 (410% FPL)",11220,23496,12276,109%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,23,New York District 23,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,14630,7405,102%,"Family of four, $132,000 (410% FPL)",11220,20848,9628,86%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,24,New York District 24,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,16202,8977,124%,"Family of four, $132,000 (410% FPL)",11220,23088,11868,106%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,25,New York District 25,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,17496,10271,142%,"Family of four, $132,000 (410% FPL)",11220,24932,13712,122%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
New York,NY,36,26,New York District 26,"45-year-old individual, $40,000 (255% FPL)",1680,3437,1757,105%,"60-year-old couple, $85,000 (401% FPL)",7225,13944,6719,93%,"Family of four, $132,000 (410% FPL)",11220,19870,8650,77%,"Note: Income example for individual differs from other examples due to New York's Essential Plan, which extends eligibility for $0 premium plans from 200% FPL under its Basic Health Plan up to 250% FPL. New York's Essential Plan is set to expire in June 2026. Income example for family differs from other examples because New York's Medicaid/CHIP income threshold is over 400% FPL."
North Carolina,NC,37,01,North Carolina District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,40712,33487,463%,"Family of four, $130,000 (404% FPL)",11050,30646,19596,177%,NA
North Carolina,NC,37,02,North Carolina District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30122,22897,317%,"Family of four, $130,000 (404% FPL)",11050,22674,11624,105%,NA
North Carolina,NC,37,03,North Carolina District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,40834,33609,465%,"Family of four, $130,000 (404% FPL)",11050,30738,19688,178%,NA
North Carolina,NC,37,04,North Carolina District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30760,23535,326%,"Family of four, $130,000 (404% FPL)",11050,23155,12105,110%,NA
North Carolina,NC,37,05,North Carolina District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30240,23015,319%,"Family of four, $130,000 (404% FPL)",11050,22764,11714,106%,NA
North Carolina,NC,37,06,North Carolina District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28368,21143,293%,"Family of four, $130,000 (404% FPL)",11050,21354,10304,93%,NA
North Carolina,NC,37,07,North Carolina District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34390,27165,376%,"Family of four, $130,000 (404% FPL)",11050,25888,14838,134%,NA
North Carolina,NC,37,08,North Carolina District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30696,23471,325%,"Family of four, $130,000 (404% FPL)",11050,23107,12057,109%,NA
North Carolina,NC,37,09,North Carolina District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31296,24071,333%,"Family of four, $130,000 (404% FPL)",11050,23559,12509,113%,NA
North Carolina,NC,37,10,North Carolina District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29455,22230,308%,"Family of four, $130,000 (404% FPL)",11050,22173,11123,101%,NA
North Carolina,NC,37,11,North Carolina District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,36015,28790,398%,"Family of four, $130,000 (404% FPL)",11050,27110,16060,145%,NA
North Carolina,NC,37,12,North Carolina District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29714,22489,311%,"Family of four, $130,000 (404% FPL)",11050,22367,11317,102%,NA
North Carolina,NC,37,13,North Carolina District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30887,23662,328%,"Family of four, $130,000 (404% FPL)",11050,23250,12200,110%,NA
